year,average weight,team
1995,189.5,Florida Marlins
1995,189.5,Cincinnati Reds
1995,189.5,Atlanta Braves
1995,188.5,Detroit Tigers
1995,187.8,Montreal Expos
1995,187.7,Houston Astros
1995,187.5,Los Angeles Dodgers
1995,187.5,New York Yankees
1995,187.0,San Francisco Giants
1995,186.7,Kansas City Royals
1995,186.5,St. Louis Cardinals
1994,195.0,Toronto Blue Jays
1994,194.4,Cleveland Indians
1994,194.0,Minnesota Twins
1994,194.0,Pittsburgh Pirates
1994,193.5,Colorado Rockies
1994,193.5,Seattle Mariners
1994,193.0,Philadelphia Phillies
1994,192.9,Cincinnati Reds
1994,192.4,California Angels
1994,191.0,Boston Red Sox
1994,190.8,San Diego Padres
1994,190.5,Texas Rangers
1994,190.3,Detroit Tigers
1994,189.5,Milwaukee Brewers
1994,189.1,Oakland Athletics
1994,188.8,Chicago Cubs
1994,188.5,Chicago White Sox
1994,188.3,Atlanta Braves
1994,188.1,Baltimore Orioles
1994,187.8,Montreal Expos
1994,187.7,New York Mets
1994,187.7,Florida Marlins
1994,187.4,Houston Astros
1994,187.0,St. Louis Cardinals
1994,187.0,Los Angeles Dodgers
1994,186.6,New York Yankees
1994,185.0,San Francisco Giants
1994,182.7,Kansas City Royals
1993,195.3,Seattle Mariners
1993,195.0,Cleveland Indians
1993,194.8,Colorado Rockies
1993,194.4,Minnesota Twins
1993,192.7,Chicago White Sox
1993,192.6,Cincinnati Reds
1993,192.5,Oakland Athletics
1993,192.0,Pittsburgh Pirates
1993,191.8,Detroit Tigers
1993,191.8,Philadelphia Phillies
1993,190.7,St. Louis Cardinals
1993,190.6,San Diego Padres
1993,190.6,Montreal Expos
1993,190.5,New York Yankees
1993,190.5,Toronto Blue Jays
1993,190.4,Atlanta Braves
1993,190.1,Houston Astros
1993,190.1,Boston Red Sox
1993,190.0,Texas Rangers
1993,188.7,Baltimore Orioles
1993,187.9,Florida Marlins
1993,187.8,California Angels
1993,187.3,San Francisco Giants
1993,187.1,Los Angeles Dodgers
1993,186.9,Milwaukee Brewers
1993,186.9,New York Mets
1993,186.4,Chicago Cubs
1993,186.1,Kansas City Royals
1992,195.1,Milwaukee Brewers
1992,193.6,Pittsburgh Pirates
1992,192.6,Toronto Blue Jays
1992,191.5,Seattle Mariners
1992,191.4,Montreal Expos
1992,191.2,Philadelphia Phillies
1992,190.6,New York Yankees
1992,190.5,Oakland Athletics
1992,190.3,Cleveland Indians
1992,190.3,Detroit Tigers
1992,189.9,St. Louis Cardinals
1992,189.4,San Diego Padres
1992,189.0,Texas Rangers
1992,188.9,Cincinnati Reds
1992,188.7,Baltimore Orioles
1992,188.6,Atlanta Braves
1992,188.4,Minnesota Twins
1992,188.4,Chicago White Sox
1992,187.9,Houston Astros
1992,187.8,Chicago Cubs
1992,187.6,Boston Red Sox
1992,187.0,San Francisco Giants
1992,187.0,Los Angeles Dodgers
1992,186.4,New York Mets
1992,185.9,California Angels
1992,184.1,Kansas City Royals
1991,194.1,Milwaukee Brewers
1991,193.1,Cincinnati Reds
1991,191.9,Toronto Blue Jays
1991,191.0,Detroit Tigers
1991,190.9,Seattle Mariners
1991,190.4,Oakland Athletics
1991,189.9,New York Yankees
1991,189.5,Los Angeles Dodgers
1991,189.3,Cleveland Indians
1991,189.0,Baltimore Orioles
1991,188.9,Minnesota Twins
1991,188.8,Houston Astros
1991,188.5,California Angels
1991,188.1,Chicago White Sox
1991,187.9,Boston Red Sox
1991,187.9,San Diego Padres
1991,187.6,Philadelphia Phillies
1991,187.6,Chicago Cubs
1991,187.5,Pittsburgh Pirates
1991,187.4,Atlanta Braves
1991,187.0,Kansas City Royals
1991,186.9,St. Louis Cardinals
1991,186.8,Montreal Expos
1991,186.7,Texas Rangers
1991,186.1,San Francisco Giants
1991,184.8,New York Mets
1990,192.9,Cincinnati Reds
1990,192.7,New York Yankees
1990,191.3,San Diego Padres
1990,191.0,Houston Astros
1990,189.9,Chicago White Sox
1990,189.8,Milwaukee Brewers
1990,189.6,Detroit Tigers
1990,189.6,Oakland Athletics
1990,188.9,San Francisco Giants
1990,188.7,Seattle Mariners
1990,188.4,Toronto Blue Jays
1990,188.3,Atlanta Braves
1990,188.0,Los Angeles Dodgers
1990,187.5,Philadelphia Phillies
1990,187.5,Minnesota Twins
1990,187.3,California Angels
1990,187.0,St. Louis Cardinals
1990,187.0,Boston Red Sox
1990,186.9,Baltimore Orioles
1990,186.7,Cleveland Indians
1990,186.5,Texas Rangers
1990,186.0,Kansas City Royals
1990,185.8,Montreal Expos
1990,185.5,Pittsburgh Pirates
1990,185.2,Chicago Cubs
1990,183.7,New York Mets
1989,194.1,Oakland Athletics
1989,193.4,New York Yankees
1989,192.6,Milwaukee Brewers
1989,191.0,San Francisco Giants
1989,190.5,San Diego Padres
1989,190.2,Cincinnati Reds
1989,189.7,Los Angeles Dodgers
1989,188.7,Cleveland Indians
1989,188.5,Atlanta Braves
1989,188.2,California Angels
1989,188.0,Chicago White Sox
1989,187.8,Baltimore Orioles
1989,187.7,Kansas City Royals
1989,187.6,Seattle Mariners
1989,187.5,Boston Red Sox
1989,187.1,Houston Astros
1989,187.0,Toronto Blue Jays
1989,186.9,St. Louis Cardinals
1989,186.5,Minnesota Twins
1989,186.4,Texas Rangers
1989,185.8,Montreal Expos
1989,184.4,Philadelphia Phillies
1989,184.2,Detroit Tigers
1989,184.1,Pittsburgh Pirates
1989,183.9,Chicago Cubs
1989,183.9,New York Mets
1988,192.5,Los Angeles Dodgers
1988,191.7,Milwaukee Brewers
1988,191.6,New York Yankees
1988,191.4,Oakland Athletics
1988,190.3,Cincinnati Reds
1988,189.3,Boston Red Sox
1988,189.3,Chicago White Sox
1988,189.1,San Francisco Giants
1988,188.7,Seattle Mariners
1988,188.5,Minnesota Twins
1988,187.8,California Angels
1988,187.3,Philadelphia Phillies
1988,187.3,Baltimore Orioles
1988,187.2,San Diego Padres
1988,186.9,Houston Astros
1988,186.8,New York Mets
1988,186.5,Texas Rangers
1988,185.9,Pittsburgh Pirates
1988,185.8,Chicago Cubs
1988,185.6,St. Louis Cardinals
1988,185.5,Toronto Blue Jays
1988,184.8,Kansas City Royals
1988,184.7,Cleveland Indians
1988,184.0,Atlanta Braves
1988,183.9,Detroit Tigers
1988,183.0,Montreal Expos
1987,191.2,New York Yankees
1987,191.1,Milwaukee Brewers
1987,190.3,Los Angeles Dodgers
1987,189.5,Minnesota Twins
1987,189.3,San Francisco Giants
1987,189.3,Seattle Mariners
1987,189.2,Boston Red Sox
1987,189.2,Chicago White Sox
1987,188.1,Cleveland Indians
1987,187.8,Cincinnati Reds
1987,187.7,Oakland Athletics
1987,186.9,San Diego Padres
1987,186.8,California Angels
1987,186.7,New York Mets
1987,186.2,Toronto Blue Jays
1987,186.1,Kansas City Royals
1987,186.0,Texas Rangers
1987,185.8,Chicago Cubs
1987,185.5,Philadelphia Phillies
1987,185.2,Montreal Expos
1987,185.0,St. Louis Cardinals
1987,184.4,Houston Astros
1987,184.0,Baltimore Orioles
1987,183.8,Pittsburgh Pirates
1987,183.8,Atlanta Braves
1987,183.4,Detroit Tigers
1986,192.4,Seattle Mariners
1986,189.4,Oakland Athletics
1986,189.1,Cincinnati Reds
1986,189.0,Chicago White Sox
1986,188.8,Boston Red Sox
1986,188.7,Milwaukee Brewers
1986,188.7,New York Yankees
1986,188.6,Toronto Blue Jays
1986,188.5,San Diego Padres
1986,188.4,Minnesota Twins
1986,188.3,Detroit Tigers
1986,187.5,New York Mets
1986,187.4,San Francisco Giants
1986,187.4,Pittsburgh Pirates
1986,187.2,California Angels
1986,186.7,Los Angeles Dodgers
1986,186.7,Atlanta Braves
1986,186.7,Houston Astros
1986,186.2,Chicago Cubs
1986,186.2,Texas Rangers
1986,186.0,Cleveland Indians
1986,185.7,Philadelphia Phillies
1986,185.7,Kansas City Royals
1986,184.4,Montreal Expos
1986,184.0,St. Louis Cardinals
1986,183.1,Baltimore Orioles
1985,191.2,Seattle Mariners
1985,190.8,Minnesota Twins
1985,190.8,Toronto Blue Jays
1985,190.4,New York Mets
1985,188.8,Montreal Expos
1985,188.2,Cincinnati Reds
1985,188.0,Houston Astros
1985,187.7,Cleveland Indians
1985,187.7,Chicago White Sox
1985,187.5,Oakland Athletics
1985,187.5,Los Angeles Dodgers
1985,187.4,New York Yankees
1985,187.1,Pittsburgh Pirates
1985,187.1,Atlanta Braves
1985,186.9,San Francisco Giants
1985,186.7,Boston Red Sox
1985,186.4,Milwaukee Brewers
1985,186.1,San Diego Padres
1985,186.0,Texas Rangers
1985,185.8,Chicago Cubs
1985,185.8,Detroit Tigers
1985,185.5,Philadelphia Phillies
1985,184.9,California Angels
1985,184.6,Baltimore Orioles
1985,184.1,St. Louis Cardinals
1985,184.0,Kansas City Royals
1984,193.0,Seattle Mariners
1984,191.1,New York Mets
1984,190.5,Chicago White Sox
1984,190.0,Los Angeles Dodgers
1984,188.9,Boston Red Sox
1984,188.8,Minnesota Twins
1984,188.2,Toronto Blue Jays
1984,187.6,Chicago Cubs
1984,187.5,Pittsburgh Pirates
1984,187.3,New York Yankees
1984,187.0,San Francisco Giants
1984,187.0,Cincinnati Reds
1984,186.6,Milwaukee Brewers
1984,186.4,Texas Rangers
1984,186.4,Baltimore Orioles
1984,186.3,Cleveland Indians
1984,186.3,Detroit Tigers
1984,186.1,San Diego Padres
1984,185.7,Kansas City Royals
1984,185.5,Montreal Expos
1984,185.3,Philadelphia Phillies
1984,185.2,Oakland Athletics
1984,185.2,St. Louis Cardinals
1984,184.4,California Angels
1984,183.9,Atlanta Braves
1984,183.3,Houston Astros
1983,190.8,Seattle Mariners
1983,189.2,Los Angeles Dodgers
1983,188.9,New York Mets
1983,188.8,Toronto Blue Jays
1983,188.4,Pittsburgh Pirates
1983,188.3,Chicago White Sox
1983,187.8,Chicago Cubs
1983,187.7,Detroit Tigers
1983,187.7,Kansas City Royals
1983,187.4,Minnesota Twins
1983,186.6,Cleveland Indians
1983,186.6,Oakland Athletics
1983,186.6,San Diego Padres
1983,186.4,San Francisco Giants
1983,186.2,Milwaukee Brewers
1983,186.1,California Angels
1983,186.1,Cincinnati Reds
1983,186.0,Montreal Expos
1983,185.7,Baltimore Orioles
1983,185.1,Atlanta Braves
1983,184.9,Texas Rangers
1983,184.5,Philadelphia Phillies
1983,184.5,St. Louis Cardinals
1983,183.6,Boston Red Sox
1983,183.4,New York Yankees
1983,183.3,Houston Astros
1982,191.5,Toronto Blue Jays
1982,189.7,Seattle Mariners
1982,189.6,New York Mets
1982,188.8,Cleveland Indians
1982,188.5,Chicago White Sox
1982,188.4,Minnesota Twins
1982,188.4,Pittsburgh Pirates
1982,188.3,Boston Red Sox
1982,188.1,Oakland Athletics
1982,187.9,San Francisco Giants
1982,187.6,Texas Rangers
1982,187.3,Los Angeles Dodgers
1982,187.3,Detroit Tigers
1982,187.0,Philadelphia Phillies
1982,186.8,New York Yankees
1982,185.9,Kansas City Royals
1982,185.9,Montreal Expos
1982,185.9,Baltimore Orioles
1982,185.6,Milwaukee Brewers
1982,184.7,Chicago Cubs
1982,184.5,California Angels
1982,183.9,Cincinnati Reds
1982,183.9,St. Louis Cardinals
1982,182.8,Houston Astros
1982,182.1,San Diego Padres
1982,181.8,Atlanta Braves
1981,191.5,Toronto Blue Jays
1981,189.8,Seattle Mariners
1981,187.9,Kansas City Royals
1981,187.9,Oakland Athletics
1981,187.8,Pittsburgh Pirates
1981,187.6,Minnesota Twins
1981,187.6,Texas Rangers
1981,187.5,Chicago Cubs
1981,187.4,Chicago White Sox
1981,187.2,San Francisco Giants
1981,187.1,New York Yankees
1981,187.0,Los Angeles Dodgers
1981,186.9,Montreal Expos
1981,186.9,Cleveland Indians
1981,186.3,Detroit Tigers
1981,186.3,Boston Red Sox
1981,186.0,California Angels
1981,185.4,New York Mets
1981,185.3,Baltimore Orioles
1981,184.2,Cincinnati Reds
1981,184.2,Milwaukee Brewers
1981,183.7,Houston Astros
1981,183.7,Philadelphia Phillies
1981,182.9,St. Louis Cardinals
1981,182.0,Atlanta Braves
1981,181.9,San Diego Padres
1980,192.6,California Angels
1980,190.5,Pittsburgh Pirates
1980,190.4,Toronto Blue Jays
1980,189.6,Chicago Cubs
1980,189.5,St. Louis Cardinals
1980,188.9,Texas Rangers
1980,188.6,Baltimore Orioles
1980,188.3,San Francisco Giants
1980,187.8,Oakland Athletics
1980,187.7,Seattle Mariners
1980,186.5,Cleveland Indians
1980,186.4,Montreal Expos
1980,185.7,Detroit Tigers
1980,185.3,Chicago White Sox
1980,184.9,San Diego Padres
1980,184.7,Kansas City Royals
1980,184.5,Philadelphia Phillies
1980,184.0,Houston Astros
1980,183.7,Atlanta Braves
1980,183.6,Milwaukee Brewers
1980,183.6,Boston Red Sox
1980,183.5,Cincinnati Reds
1980,182.9,Minnesota Twins
1980,182.8,Los Angeles Dodgers
1980,182.7,New York Mets
1980,181.6,New York Yankees
1979,189.9,California Angels
1979,189.5,Cleveland Indians
1979,189.1,Houston Astros
1979,188.7,St. Louis Cardinals
1979,188.7,Pittsburgh Pirates
1979,188.3,Texas Rangers
1979,187.6,Montreal Expos
1979,187.6,Baltimore Orioles
1979,187.5,Toronto Blue Jays
1979,187.4,San Francisco Giants
1979,187.4,Chicago White Sox
1979,186.9,Minnesota Twins
1979,186.8,Los Angeles Dodgers
1979,186.1,San Diego Padres
1979,185.9,Boston Red Sox
1979,185.8,Oakland Athletics
1979,185.7,Seattle Mariners
1979,185.6,Chicago Cubs
1979,185.4,Atlanta Braves
1979,185.1,New York Mets
1979,184.8,New York Yankees
1979,184.7,Detroit Tigers
1979,184.5,Milwaukee Brewers
1979,184.4,Kansas City Royals
1979,183.9,Philadelphia Phillies
1979,179.0,Cincinnati Reds
1978,189.5,Toronto Blue Jays
1978,188.6,Pittsburgh Pirates
1978,188.3,California Angels
1978,187.9,Baltimore Orioles
1978,187.4,Kansas City Royals
1978,187.2,San Diego Padres
1978,187.1,Detroit Tigers
1978,187.0,Boston Red Sox
1978,187.0,Texas Rangers
1978,186.7,Oakland Athletics
1978,186.3,New York Mets
1978,186.3,Chicago White Sox
1978,186.2,St. Louis Cardinals
1978,186.1,San Francisco Giants
1978,185.9,Houston Astros
1978,185.8,Seattle Mariners
1978,185.7,Montreal Expos
1978,185.1,Philadelphia Phillies
1978,184.9,Cleveland Indians
1978,184.6,Chicago Cubs
1978,184.4,Los Angeles Dodgers
1978,184.0,Milwaukee Brewers
1978,183.5,Minnesota Twins
1978,183.4,Atlanta Braves
1978,182.6,New York Yankees
1978,180.4,Cincinnati Reds
1977,191.0,San Diego Padres
1977,189.8,Cleveland Indians
1977,189.2,Toronto Blue Jays
1977,188.8,Oakland Athletics
1977,188.6,Houston Astros
1977,187.8,Minnesota Twins
1977,187.4,Texas Rangers
1977,186.6,California Angels
1977,186.6,San Francisco Giants
1977,186.5,Philadelphia Phillies
1977,186.2,Chicago White Sox
1977,186.2,New York Mets
1977,186.2,Chicago Cubs
1977,186.1,Seattle Mariners
1977,185.8,Boston Red Sox
1977,185.6,Baltimore Orioles
1977,185.4,Atlanta Braves
1977,185.2,Kansas City Royals
1977,184.9,Montreal Expos
1977,184.9,Pittsburgh Pirates
1977,184.2,Detroit Tigers
1977,183.8,New York Yankees
1977,183.2,Los Angeles Dodgers
1977,181.8,Cincinnati Reds
1977,181.6,Milwaukee Brewers
1977,181.5,St. Louis Cardinals
1976,191.1,Cleveland Indians
1976,189.2,Texas Rangers
1976,188.6,Montreal Expos
1976,187.2,Philadelphia Phillies
1976,186.8,Chicago Cubs
1976,186.8,California Angels
1976,186.7,Pittsburgh Pirates
1976,186.6,Boston Red Sox
1976,186.6,San Diego Padres
1976,186.5,Oakland Athletics
1976,186.3,Detroit Tigers
1976,185.7,Chicago White Sox
1976,185.2,Minnesota Twins
1976,185.1,Kansas City Royals
1976,184.9,Houston Astros
1976,184.2,Los Angeles Dodgers
1976,183.7,Atlanta Braves
1976,183.6,Milwaukee Brewers
1976,183.5,San Francisco Giants
1976,182.9,St. Louis Cardinals
1976,182.6,New York Mets
1976,182.1,Baltimore Orioles
1976,180.3,New York Yankees
1976,179.8,Cincinnati Reds
1975,191.2,Cleveland Indians
1975,188.6,Chicago White Sox
1975,188.4,Philadelphia Phillies
1975,187.9,Minnesota Twins
1975,187.8,Detroit Tigers
1975,187.4,Pittsburgh Pirates
1975,187.2,Montreal Expos
1975,187.2,Kansas City Royals
1975,186.4,Houston Astros
1975,186.1,Baltimore Orioles
1975,186.1,Texas Rangers
1975,185.8,San Diego Padres
1975,185.5,Chicago Cubs
1975,185.4,New York Mets
1975,183.9,Milwaukee Brewers
1975,183.7,Los Angeles Dodgers
1975,183.2,California Angels
1975,183.0,New York Yankees
1975,182.3,San Francisco Giants
1975,182.0,Oakland Athletics
1975,181.9,Atlanta Braves
1975,181.8,Boston Red Sox
1975,180.9,St. Louis Cardinals
1975,178.8,Cincinnati Reds
1974,190.0,Detroit Tigers
1974,189.6,Houston Astros
1974,188.1,Texas Rangers
1974,187.2,Cleveland Indians
1974,186.8,Baltimore Orioles
1974,186.6,Philadelphia Phillies
1974,186.6,San Francisco Giants
1974,186.5,Kansas City Royals
1974,186.3,Montreal Expos
1974,186.2,Minnesota Twins
1974,185.8,New York Yankees
1974,185.4,Pittsburgh Pirates
1974,185.3,New York Mets
1974,184.8,Chicago Cubs
1974,183.8,Chicago White Sox
1974,183.7,Milwaukee Brewers
1974,183.6,Oakland Athletics
1974,183.6,San Diego Padres
1974,182.8,Boston Red Sox
1974,182.7,Los Angeles Dodgers
1974,181.9,California Angels
1974,181.9,Cincinnati Reds
1974,181.0,Atlanta Braves
1974,180.7,St. Louis Cardinals
1973,191.4,Texas Rangers
1973,191.3,Houston Astros
1973,190.2,Detroit Tigers
1973,188.1,Kansas City Royals
1973,187.1,Philadelphia Phillies
1973,186.6,Cleveland Indians
1973,186.6,Minnesota Twins
1973,186.5,Chicago White Sox
1973,186.4,Chicago Cubs
1973,185.3,Milwaukee Brewers
1973,184.9,Atlanta Braves
1973,184.8,Pittsburgh Pirates
1973,184.7,San Francisco Giants
1973,184.1,California Angels
1973,184.1,Oakland Athletics
1973,183.7,New York Yankees
1973,183.0,Baltimore Orioles
1973,182.9,New York Mets
1973,182.9,Boston Red Sox
1973,182.3,Los Angeles Dodgers
1973,181.8,Montreal Expos
1973,181.5,Cincinnati Reds
1973,181.3,St. Louis Cardinals
1973,181.0,San Diego Padres
1972,191.0,Houston Astros
1972,190.7,Philadelphia Phillies
1972,189.3,Detroit Tigers
1972,189.0,Kansas City Royals
1972,188.5,Minnesota Twins
1972,187.6,Atlanta Braves
1972,186.9,Texas Rangers
1972,186.3,Cleveland Indians
1972,185.8,New York Yankees
1972,185.6,Montreal Expos
1972,185.4,San Francisco Giants
1972,184.8,San Diego Padres
1972,184.7,Chicago Cubs
1972,184.2,Oakland Athletics
1972,184.1,Boston Red Sox
1972,184.1,Milwaukee Brewers
1972,184.1,Los Angeles Dodgers
1972,184.1,Chicago White Sox
1972,183.4,New York Mets
1972,183.3,St. Louis Cardinals
1972,182.9,Cincinnati Reds
1972,182.8,Pittsburgh Pirates
1972,182.8,California Angels
1972,180.1,Baltimore Orioles
1971,189.7,Houston Astros
1971,189.5,Washington Senators
1971,189.5,Kansas City Royals
1971,188.9,Minnesota Twins
1971,187.8,Philadelphia Phillies
1971,187.4,Oakland Athletics
1971,187.3,Montreal Expos
1971,187.3,Detroit Tigers
1971,186.2,Chicago White Sox
1971,186.1,Atlanta Braves
1971,185.9,New York Yankees
1971,185.8,California Angels
1971,185.2,San Francisco Giants
1971,184.9,St. Louis Cardinals
1971,184.8,Los Angeles Dodgers
1971,184.3,New York Mets
1971,184.3,Chicago Cubs
1971,184.2,Cincinnati Reds
1971,183.9,Milwaukee Brewers
1971,183.6,Boston Red Sox
1971,183.6,San Diego Padres
1971,182.6,Cleveland Indians
1971,182.3,Pittsburgh Pirates
1971,178.8,Baltimore Orioles
1970,190.7,Washington Senators
1970,190.4,Houston Astros
1970,189.4,Detroit Tigers
1970,188.8,Minnesota Twins
1970,188.2,Atlanta Braves
1970,187.6,Kansas City Royals
1970,187.2,Philadelphia Phillies
1970,186.3,Boston Red Sox
1970,186.0,New York Mets
1970,185.9,Milwaukee Brewers
1970,185.9,California Angels
1970,185.7,Chicago White Sox
1970,184.9,San Diego Padres
1970,184.9,New York Yankees
1970,184.8,Chicago Cubs
1970,184.5,Cleveland Indians
1970,184.4,St. Louis Cardinals
1970,183.9,Oakland Athletics
1970,183.6,Pittsburgh Pirates
1970,183.1,San Francisco Giants
1970,183.0,Montreal Expos
1970,182.9,Los Angeles Dodgers
1970,182.8,Cincinnati Reds
1970,180.7,Baltimore Orioles
1969,189.8,Washington Senators
1969,189.1,Atlanta Braves
1969,189.0,Philadelphia Phillies
1969,188.3,Boston Red Sox
1969,188.2,Kansas City Royals
1969,187.5,Detroit Tigers
1969,187.3,Houston Astros
1969,187.0,Minnesota Twins
1969,186.8,St. Louis Cardinals
1969,185.9,Seattle Pilots
1969,185.1,California Angels
1969,185.0,Oakland Athletics
1969,185.0,San Francisco Giants
1969,184.7,New York Yankees
1969,184.7,Montreal Expos
1969,184.6,Pittsburgh Pirates
1969,184.5,Chicago White Sox
1969,184.1,Chicago Cubs
1969,183.9,Cleveland Indians
1969,183.7,Los Angeles Dodgers
1969,183.3,New York Mets
1969,182.6,San Diego Padres
1969,182.6,Cincinnati Reds
1969,180.9,Baltimore Orioles
1968,191.5,Washington Senators
1968,189.6,Boston Red Sox
1968,189.4,Houston Astros
1968,188.0,Philadelphia Phillies
1968,187.9,St. Louis Cardinals
1968,187.2,Cincinnati Reds
1968,186.3,Atlanta Braves
1968,186.2,Oakland Athletics
1968,186.2,Detroit Tigers
1968,186.0,Chicago Cubs
1968,185.7,Los Angeles Dodgers
1968,184.5,California Angels
1968,184.4,Minnesota Twins
1968,184.2,Chicago White Sox
1968,183.8,San Francisco Giants
1968,183.3,Baltimore Orioles
1968,183.0,New York Mets
1968,182.8,New York Yankees
1968,182.8,Pittsburgh Pirates
1968,181.8,Cleveland Indians
1967,190.1,Boston Red Sox
1967,189.8,St. Louis Cardinals
1967,189.7,Washington Senators
1967,188.0,Atlanta Braves
1967,187.0,California Angels
1967,186.9,New York Mets
1967,186.2,Cleveland Indians
1967,186.2,Cincinnati Reds
1967,186.1,Los Angeles Dodgers
1967,186.1,Minnesota Twins
1967,185.9,Baltimore Orioles
1967,185.8,Philadelphia Phillies
1967,185.7,Chicago Cubs
1967,184.4,Detroit Tigers
1967,183.5,Houston Astros
1967,183.3,San Francisco Giants
1967,183.2,Kansas City Athletics
1967,183.1,Pittsburgh Pirates
1967,182.8,Chicago White Sox
1967,182.3,New York Yankees
1966,190.1,Boston Red Sox
1966,189.5,Washington Senators
1966,188.0,Atlanta Braves
1966,187.7,Baltimore Orioles
1966,187.5,Detroit Tigers
1966,186.3,California Angels
1966,186.1,San Francisco Giants
1966,186.0,Houston Astros
1966,185.9,Cincinnati Reds
1966,185.5,Minnesota Twins
1966,185.4,St. Louis Cardinals
1966,185.2,New York Mets
1966,185.1,Cleveland Indians
1966,185.0,Chicago Cubs
1966,184.6,Kansas City Athletics
1966,183.9,Los Angeles Dodgers
1966,183.6,Philadelphia Phillies
1966,183.4,Pittsburgh Pirates
1966,182.1,Chicago White Sox
1966,182.1,New York Yankees
1965,189.2,Washington Senators
1965,188.5,Boston Red Sox
1965,188.1,Philadelphia Phillies
1965,187.7,Milwaukee Braves
1965,187.6,Kansas City Athletics
1965,187.2,Houston Astros
1965,186.1,Baltimore Orioles
1965,185.8,Cincinnati Reds
