year,average height,team
1995,73.5,Atlanta Braves
1995,73.5,Detroit Tigers
1995,73.6,Seattle Mariners
1995,73.6,New York Yankees
1995,73.6,Philadelphia Phillies
1995,73.6,Chicago Cubs
1995,73.7,Toronto Blue Jays
1995,73.7,Milwaukee Brewers
1995,73.7,Cleveland Indians
1995,73.8,California Angels
1995,74.3,Pittsburgh Pirates
1994,72.9,San Francisco Giants
1994,72.9,St. Louis Cardinals
1994,73.0,Kansas City Royals
1994,73.1,Atlanta Braves
1994,73.1,Montreal Expos
1994,73.1,Florida Marlins
1994,73.2,Houston Astros
1994,73.3,New York Yankees
1994,73.3,New York Mets
1994,73.4,Chicago White Sox
1994,73.4,Los Angeles Dodgers
1994,73.4,Baltimore Orioles
1994,73.4,Minnesota Twins
1994,73.4,Texas Rangers
1994,73.4,Oakland Athletics
1994,73.4,Colorado Rockies
1994,73.5,Detroit Tigers
1994,73.6,Milwaukee Brewers
1994,73.6,Cleveland Indians
1994,73.7,San Diego Padres
1994,73.7,Boston Red Sox
1994,73.7,Pittsburgh Pirates
1994,73.7,Cincinnati Reds
1994,73.8,Chicago Cubs
1994,73.9,Seattle Mariners
1994,73.9,Toronto Blue Jays
1994,73.9,California Angels
1994,74.0,Philadelphia Phillies
1993,72.8,Kansas City Royals
1993,72.9,Florida Marlins
1993,72.9,Milwaukee Brewers
1993,73.1,Montreal Expos
1993,73.1,Minnesota Twins
1993,73.2,New York Mets
1993,73.2,St. Louis Cardinals
1993,73.2,Chicago White Sox
1993,73.3,Toronto Blue Jays
1993,73.3,San Francisco Giants
1993,73.4,San Diego Padres
1993,73.4,Houston Astros
1993,73.4,Atlanta Braves
1993,73.4,Detroit Tigers
1993,73.4,Texas Rangers
1993,73.5,Baltimore Orioles
1993,73.6,California Angels
1993,73.6,New York Yankees
1993,73.6,Cincinnati Reds
1993,73.7,Chicago Cubs
1993,73.7,Boston Red Sox
1993,73.7,Oakland Athletics
1993,73.8,Pittsburgh Pirates
1993,73.8,Los Angeles Dodgers
1993,73.8,Colorado Rockies
1993,73.9,Philadelphia Phillies
1993,74.0,Seattle Mariners
1993,74.2,Cleveland Indians
1992,72.7,Kansas City Royals
1992,72.8,St. Louis Cardinals
1992,72.9,Chicago White Sox
1992,73.3,California Angels
1992,73.3,Boston Red Sox
1992,73.3,New York Mets
1992,73.3,Texas Rangers
1992,73.3,Cincinnati Reds
1992,73.3,Minnesota Twins
1992,73.3,Chicago Cubs
1992,73.3,Montreal Expos
1992,73.3,San Francisco Giants
1992,73.4,Atlanta Braves
1992,73.4,Houston Astros
1992,73.4,San Diego Padres
1992,73.5,Milwaukee Brewers
1992,73.5,Baltimore Orioles
1992,73.5,Detroit Tigers
1992,73.5,Seattle Mariners
1992,73.5,New York Yankees
1992,73.6,Los Angeles Dodgers
1992,73.7,Oakland Athletics
1992,73.8,Philadelphia Phillies
1992,73.8,Toronto Blue Jays
1992,73.9,Pittsburgh Pirates
1992,74.0,Cleveland Indians
1991,72.5,St. Louis Cardinals
1991,72.9,Montreal Expos
1991,73.0,San Francisco Giants
1991,73.0,Atlanta Braves
1991,73.0,San Diego Padres
1991,73.0,New York Mets
1991,73.1,Kansas City Royals
1991,73.1,Minnesota Twins
1991,73.2,Chicago Cubs
1991,73.3,Philadelphia Phillies
1991,73.3,Chicago White Sox
1991,73.4,Seattle Mariners
1991,73.4,Boston Red Sox
1991,73.4,Pittsburgh Pirates
1991,73.5,California Angels
1991,73.5,Houston Astros
1991,73.5,Texas Rangers
1991,73.5,Oakland Athletics
1991,73.5,Cleveland Indians
1991,73.5,Milwaukee Brewers
1991,73.6,Detroit Tigers
1991,73.6,Baltimore Orioles
1991,73.7,Cincinnati Reds
1991,73.7,New York Yankees
1991,73.7,Los Angeles Dodgers
1991,73.8,Toronto Blue Jays
1990,72.8,Minnesota Twins
1990,72.9,St. Louis Cardinals
1990,72.9,New York Mets
1990,73.0,Kansas City Royals
1990,73.1,Chicago Cubs
1990,73.2,Montreal Expos
1990,73.2,Pittsburgh Pirates
1990,73.3,Boston Red Sox
1990,73.3,Milwaukee Brewers
1990,73.3,Cleveland Indians
1990,73.3,Los Angeles Dodgers
1990,73.4,San Diego Padres
1990,73.4,Cincinnati Reds
1990,73.4,Seattle Mariners
1990,73.5,Oakland Athletics
1990,73.5,Detroit Tigers
1990,73.5,Houston Astros
1990,73.5,San Francisco Giants
1990,73.6,Atlanta Braves
1990,73.6,Philadelphia Phillies
1990,73.6,California Angels
1990,73.7,Toronto Blue Jays
1990,73.7,Baltimore Orioles
1990,73.7,Texas Rangers
1990,73.8,Chicago White Sox
1990,74.0,New York Yankees
1989,72.8,Chicago Cubs
1989,72.9,Pittsburgh Pirates
1989,72.9,St. Louis Cardinals
1989,73.0,Minnesota Twins
1989,73.1,New York Mets
1989,73.2,Houston Astros
1989,73.3,Toronto Blue Jays
1989,73.3,Kansas City Royals
1989,73.3,Montreal Expos
1989,73.4,Milwaukee Brewers
1989,73.4,Philadelphia Phillies
1989,73.4,Seattle Mariners
1989,73.4,Atlanta Braves
1989,73.4,Detroit Tigers
1989,73.4,Cincinnati Reds
1989,73.4,Boston Red Sox
1989,73.5,Los Angeles Dodgers
1989,73.5,Cleveland Indians
1989,73.5,California Angels
1989,73.6,Chicago White Sox
1989,73.6,Oakland Athletics
1989,73.6,Baltimore Orioles
1989,73.6,Texas Rangers
1989,73.6,San Diego Padres
1989,73.8,San Francisco Giants
1989,73.8,New York Yankees
1988,72.9,Kansas City Royals
1988,72.9,St. Louis Cardinals
1988,73.0,Atlanta Braves
1988,73.0,Minnesota Twins
1988,73.0,Houston Astros
1988,73.1,Detroit Tigers
1988,73.1,Pittsburgh Pirates
1988,73.1,Texas Rangers
1988,73.2,Cincinnati Reds
1988,73.2,New York Mets
1988,73.2,Seattle Mariners
1988,73.2,Toronto Blue Jays
1988,73.3,San Francisco Giants
1988,73.3,California Angels
1988,73.4,San Diego Padres
1988,73.4,Cleveland Indians
1988,73.4,Montreal Expos
1988,73.4,Philadelphia Phillies
1988,73.4,Chicago Cubs
1988,73.4,Oakland Athletics
1988,73.6,Baltimore Orioles
1988,73.7,Chicago White Sox
1988,73.7,Milwaukee Brewers
1988,73.7,Los Angeles Dodgers
1988,73.9,Boston Red Sox
1988,74.0,New York Yankees
1987,72.8,St. Louis Cardinals
1987,72.9,Kansas City Royals
1987,72.9,San Diego Padres
1987,72.9,Pittsburgh Pirates
1987,73.0,Baltimore Orioles
1987,73.0,Houston Astros
1987,73.1,Atlanta Braves
1987,73.1,Cincinnati Reds
1987,73.2,Philadelphia Phillies
1987,73.2,Montreal Expos
1987,73.3,Detroit Tigers
1987,73.3,New York Mets
1987,73.3,Minnesota Twins
1987,73.3,Seattle Mariners
1987,73.3,Oakland Athletics
1987,73.3,California Angels
1987,73.4,Toronto Blue Jays
1987,73.4,Los Angeles Dodgers
1987,73.5,Cleveland Indians
1987,73.5,Boston Red Sox
1987,73.5,San Francisco Giants
1987,73.5,Chicago Cubs
1987,73.5,Texas Rangers
1987,73.7,New York Yankees
1987,73.8,Milwaukee Brewers
1987,73.8,Chicago White Sox
1986,72.6,Kansas City Royals
1986,72.8,Baltimore Orioles
1986,72.8,St. Louis Cardinals
1986,72.9,Houston Astros
1986,73.0,Montreal Expos
1986,73.1,New York Mets
1986,73.2,Atlanta Braves
1986,73.3,San Diego Padres
1986,73.3,New York Yankees
1986,73.4,Boston Red Sox
1986,73.4,Los Angeles Dodgers
1986,73.4,Cincinnati Reds
1986,73.4,Texas Rangers
1986,73.4,Cleveland Indians
1986,73.4,Pittsburgh Pirates
1986,73.4,Chicago White Sox
1986,73.4,Seattle Mariners
1986,73.4,Philadelphia Phillies
1986,73.5,Chicago Cubs
1986,73.5,San Francisco Giants
1986,73.5,Detroit Tigers
1986,73.5,Oakland Athletics
1986,73.6,Toronto Blue Jays
1986,73.6,Milwaukee Brewers
1986,73.6,California Angels
1986,73.7,Minnesota Twins
1985,72.7,St. Louis Cardinals
1985,72.8,Kansas City Royals
1985,72.9,Baltimore Orioles
1985,73.1,San Diego Padres
1985,73.1,California Angels
1985,73.2,Milwaukee Brewers
1985,73.2,Los Angeles Dodgers
1985,73.2,Texas Rangers
1985,73.3,Seattle Mariners
1985,73.3,Detroit Tigers
1985,73.3,Atlanta Braves
1985,73.3,Houston Astros
1985,73.3,Philadelphia Phillies
1985,73.3,Chicago White Sox
1985,73.3,Montreal Expos
1985,73.4,Cleveland Indians
1985,73.4,New York Yankees
1985,73.4,Toronto Blue Jays
1985,73.4,Pittsburgh Pirates
1985,73.5,Cincinnati Reds
1985,73.5,Oakland Athletics
1985,73.6,Boston Red Sox
1985,73.6,Minnesota Twins
1985,73.6,Chicago Cubs
1985,73.6,New York Mets
1985,73.8,San Francisco Giants
1984,72.8,Baltimore Orioles
1984,72.8,Atlanta Braves
1984,72.8,Kansas City Royals
1984,72.8,San Diego Padres
1984,72.9,St. Louis Cardinals
1984,73.0,Houston Astros
1984,73.1,Philadelphia Phillies
1984,73.1,Milwaukee Brewers
1984,73.1,Montreal Expos
1984,73.1,Texas Rangers
1984,73.2,Cleveland Indians
1984,73.2,Oakland Athletics
1984,73.3,Minnesota Twins
1984,73.3,New York Yankees
1984,73.4,Los Angeles Dodgers
1984,73.5,New York Mets
1984,73.5,Boston Red Sox
1984,73.5,Detroit Tigers
1984,73.5,Seattle Mariners
1984,73.5,Cincinnati Reds
1984,73.5,Toronto Blue Jays
1984,73.5,Pittsburgh Pirates
1984,73.6,California Angels
1984,73.6,San Francisco Giants
1984,73.8,Chicago White Sox
1984,73.8,Chicago Cubs
1983,72.6,Baltimore Orioles
1983,72.7,Boston Red Sox
1983,72.8,San Diego Padres
1983,72.9,Milwaukee Brewers
1983,72.9,Atlanta Braves
1983,72.9,St. Louis Cardinals
1983,73.0,Texas Rangers
1983,73.0,Houston Astros
1983,73.1,Oakland Athletics
1983,73.1,Seattle Mariners
1983,73.1,New York Yankees
1983,73.1,Montreal Expos
1983,73.1,Kansas City Royals
1983,73.2,Detroit Tigers
1983,73.2,Philadelphia Phillies
1983,73.3,Cincinnati Reds
1983,73.3,Minnesota Twins
1983,73.3,Toronto Blue Jays
1983,73.4,Pittsburgh Pirates
1983,73.4,Cleveland Indians
1983,73.5,Chicago White Sox
1983,73.5,San Francisco Giants
1983,73.5,Los Angeles Dodgers
1983,73.5,New York Mets
1983,73.7,Chicago Cubs
1983,73.9,California Angels
1982,72.6,Atlanta Braves
1982,72.6,San Diego Padres
1982,72.8,Houston Astros
1982,72.8,Baltimore Orioles
1982,72.8,Detroit Tigers
1982,72.9,Oakland Athletics
1982,72.9,St. Louis Cardinals
1982,72.9,Kansas City Royals
1982,73.0,Milwaukee Brewers
1982,73.1,Texas Rangers
1982,73.1,Los Angeles Dodgers
1982,73.2,Montreal Expos
1982,73.2,Cincinnati Reds
1982,73.3,Boston Red Sox
1982,73.3,Seattle Mariners
1982,73.3,New York Yankees
1982,73.4,Chicago Cubs
1982,73.5,San Francisco Giants
1982,73.5,Chicago White Sox
1982,73.5,California Angels
1982,73.5,New York Mets
1982,73.6,Minnesota Twins
1982,73.6,Pittsburgh Pirates
1982,73.7,Cleveland Indians
1982,73.7,Philadelphia Phillies
1982,73.8,Toronto Blue Jays
1981,72.3,Atlanta Braves
1981,72.4,San Diego Padres
1981,72.6,Detroit Tigers
1981,72.7,St. Louis Cardinals
1981,72.8,Milwaukee Brewers
1981,72.8,Los Angeles Dodgers
1981,72.9,Oakland Athletics
1981,72.9,Cincinnati Reds
1981,72.9,Baltimore Orioles
1981,73.0,Boston Red Sox
1981,73.1,Chicago White Sox
1981,73.1,Houston Astros
1981,73.1,New York Mets
1981,73.2,San Francisco Giants
1981,73.2,Kansas City Royals
1981,73.2,New York Yankees
1981,73.2,Seattle Mariners
1981,73.2,Texas Rangers
1981,73.2,Philadelphia Phillies
1981,73.3,Montreal Expos
1981,73.3,Minnesota Twins
1981,73.4,Cleveland Indians
1981,73.4,Pittsburgh Pirates
1981,73.5,California Angels
1981,73.5,Chicago Cubs
1981,73.7,Toronto Blue Jays
1980,72.5,New York Yankees
1980,72.6,Atlanta Braves
1980,72.6,Chicago White Sox
1980,72.6,Los Angeles Dodgers
1980,72.6,Milwaukee Brewers
1980,72.8,Minnesota Twins
1980,72.8,Kansas City Royals
1980,72.8,New York Mets
1980,72.8,Cleveland Indians
1980,72.8,Boston Red Sox
1980,72.9,Detroit Tigers
1980,72.9,San Diego Padres
1980,73.1,Cincinnati Reds
1980,73.1,Philadelphia Phillies
1980,73.2,Baltimore Orioles
1980,73.2,Montreal Expos
1980,73.3,Seattle Mariners
1980,73.3,St. Louis Cardinals
1980,73.4,Chicago Cubs
1980,73.4,Pittsburgh Pirates
1980,73.4,Oakland Athletics
1980,73.5,San Francisco Giants
1980,73.5,Houston Astros
1980,73.6,Toronto Blue Jays
1980,73.8,Texas Rangers
1980,73.9,California Angels
1979,72.5,Cincinnati Reds
1979,72.6,Milwaukee Brewers
1979,72.7,Kansas City Royals
1979,72.7,Chicago White Sox
1979,72.8,Atlanta Braves
1979,72.8,San Diego Padres
1979,72.8,Detroit Tigers
1979,72.8,Oakland Athletics
1979,72.9,Los Angeles Dodgers
1979,72.9,Boston Red Sox
1979,73.0,New York Yankees
1979,73.1,Seattle Mariners
1979,73.1,Montreal Expos
1979,73.1,Minnesota Twins
1979,73.2,Cleveland Indians
1979,73.2,Chicago Cubs
1979,73.2,St. Louis Cardinals
1979,73.3,San Francisco Giants
1979,73.3,Texas Rangers
1979,73.3,Baltimore Orioles
1979,73.3,Philadelphia Phillies
1979,73.3,Pittsburgh Pirates
1979,73.4,Toronto Blue Jays
1979,73.4,New York Mets
1979,73.6,California Angels
1979,73.9,Houston Astros
1978,72.4,Chicago White Sox
1978,72.5,Cincinnati Reds
1978,72.6,Los Angeles Dodgers
1978,72.7,Kansas City Royals
1978,72.8,Seattle Mariners
1978,72.9,Cleveland Indians
1978,72.9,Milwaukee Brewers
1978,72.9,New York Yankees
1978,73.0,St. Louis Cardinals
1978,73.0,Oakland Athletics
1978,73.0,Minnesota Twins
1978,73.0,Atlanta Braves
1978,73.1,Chicago Cubs
1978,73.1,Detroit Tigers
1978,73.1,New York Mets
1978,73.1,Texas Rangers
1978,73.1,San Diego Padres
1978,73.1,Boston Red Sox
1978,73.2,Toronto Blue Jays
1978,73.2,Montreal Expos
1978,73.2,Pittsburgh Pirates
1978,73.3,California Angels
1978,73.3,San Francisco Giants
1978,73.3,Houston Astros
1978,73.3,Philadelphia Phillies
1978,73.4,Baltimore Orioles
1977,72.4,St. Louis Cardinals
1977,72.5,Seattle Mariners
1977,72.6,Los Angeles Dodgers
1977,72.6,Kansas City Royals
1977,72.6,New York Yankees
1977,72.8,Milwaukee Brewers
1977,72.8,Detroit Tigers
1977,72.8,Chicago White Sox
1977,72.8,Cincinnati Reds
1977,72.8,Texas Rangers
1977,72.8,Baltimore Orioles
1977,72.9,New York Mets
1977,72.9,Chicago Cubs
1977,73.0,Atlanta Braves
1977,73.0,Pittsburgh Pirates
1977,73.0,Boston Red Sox
1977,73.1,Montreal Expos
1977,73.2,Oakland Athletics
1977,73.2,California Angels
1977,73.2,Minnesota Twins
1977,73.3,San Diego Padres
1977,73.3,Philadelphia Phillies
1977,73.6,San Francisco Giants
1977,73.6,Cleveland Indians
1977,73.7,Houston Astros
1977,73.8,Toronto Blue Jays
1976,72.1,New York Yankees
1976,72.5,Kansas City Royals
1976,72.6,Atlanta Braves
1976,72.6,Chicago White Sox
1976,72.6,Baltimore Orioles
1976,72.7,Los Angeles Dodgers
1976,72.7,New York Mets
1976,72.7,Milwaukee Brewers
1976,72.7,St. Louis Cardinals
1976,72.8,Cincinnati Reds
1976,72.9,Oakland Athletics
1976,72.9,Detroit Tigers
1976,73.0,Pittsburgh Pirates
1976,73.0,Texas Rangers
1976,73.1,Chicago Cubs
1976,73.1,Minnesota Twins
1976,73.1,San Diego Padres
1976,73.1,Philadelphia Phillies
1976,73.2,California Angels
1976,73.3,Boston Red Sox
1976,73.3,San Francisco Giants
1976,73.3,Houston Astros
1976,73.3,Montreal Expos
1976,73.8,Cleveland Indians
1975,72.2,New York Yankees
1975,72.2,Atlanta Braves
1975,72.5,Oakland Athletics
1975,72.5,Los Angeles Dodgers
1975,72.6,California Angels
1975,72.6,St. Louis Cardinals
1975,72.6,Cincinnati Reds
1975,72.7,Boston Red Sox
1975,72.7,Kansas City Royals
1975,72.9,San Diego Padres
1975,72.9,Montreal Expos
1975,72.9,Chicago Cubs
1975,72.9,Milwaukee Brewers
1975,72.9,Minnesota Twins
1975,73.0,Philadelphia Phillies
1975,73.0,Detroit Tigers
1975,73.1,Baltimore Orioles
1975,73.1,Texas Rangers
1975,73.2,New York Mets
1975,73.3,Chicago White Sox
1975,73.3,San Francisco Giants
1975,73.4,Houston Astros
1975,73.4,Pittsburgh Pirates
1975,73.6,Cleveland Indians
1974,72.2,Atlanta Braves
1974,72.3,Kansas City Royals
1974,72.4,Los Angeles Dodgers
1974,72.4,Oakland Athletics
1974,72.5,California Angels
1974,72.6,St. Louis Cardinals
1974,72.7,Cincinnati Reds
1974,72.7,Chicago White Sox
1974,72.7,San Diego Padres
1974,72.7,New York Yankees
1974,72.8,Milwaukee Brewers
1974,72.8,Chicago Cubs
1974,72.8,New York Mets
1974,72.8,Boston Red Sox
1974,72.9,Pittsburgh Pirates
1974,72.9,Texas Rangers
1974,72.9,Minnesota Twins
1974,73.0,Montreal Expos
1974,73.1,Detroit Tigers
1974,73.2,Baltimore Orioles
1974,73.2,Philadelphia Phillies
1974,73.3,Cleveland Indians
1974,73.3,San Francisco Giants
1974,73.7,Houston Astros
1973,72.2,Montreal Expos
1973,72.2,California Angels
1973,72.3,St. Louis Cardinals
1973,72.4,Kansas City Royals
1973,72.4,Los Angeles Dodgers
1973,72.5,Oakland Athletics
1973,72.5,New York Mets
1973,72.6,Pittsburgh Pirates
1973,72.6,Baltimore Orioles
1973,72.6,Cincinnati Reds
1973,72.7,San Diego Padres
1973,72.7,Chicago White Sox
1973,72.8,New York Yankees
1973,72.9,Atlanta Braves
1973,73.0,Philadelphia Phillies
1973,73.0,Minnesota Twins
1973,73.1,Boston Red Sox
1973,73.1,Cleveland Indians
1973,73.2,San Francisco Giants
1973,73.2,Chicago Cubs
1973,73.2,Milwaukee Brewers
1973,73.3,Texas Rangers
1973,73.4,Detroit Tigers
1973,73.7,Houston Astros
1972,72.2,Pittsburgh Pirates
1972,72.3,Baltimore Orioles
1972,72.4,New York Mets
1972,72.5,California Angels
1972,72.5,Montreal Expos
1972,72.6,St. Louis Cardinals
1972,72.6,Los Angeles Dodgers
1972,72.7,Chicago White Sox
1972,72.8,Milwaukee Brewers
1972,72.8,Oakland Athletics
1972,72.8,Chicago Cubs
1972,72.8,Kansas City Royals
1972,72.9,San Diego Padres
1972,72.9,New York Yankees
1972,73.0,Texas Rangers
1972,73.0,Cincinnati Reds
1972,73.1,Atlanta Braves
1972,73.1,Cleveland Indians
1972,73.2,Detroit Tigers
1972,73.2,Boston Red Sox
1972,73.2,Minnesota Twins
1972,73.3,San Francisco Giants
1972,73.5,Philadelphia Phillies
1972,73.7,Houston Astros
1971,72.2,Baltimore Orioles
1971,72.3,Pittsburgh Pirates
1971,72.5,Kansas City Royals
1971,72.5,Montreal Expos
1971,72.6,New York Mets
1971,72.7,San Diego Padres
1971,72.7,Cleveland Indians
1971,72.7,Atlanta Braves
1971,72.7,Milwaukee Brewers
1971,72.7,New York Yankees
1971,72.8,Chicago Cubs
1971,72.8,St. Louis Cardinals
1971,72.8,Los Angeles Dodgers
1971,72.9,California Angels
1971,72.9,Oakland Athletics
1971,72.9,Chicago White Sox
1971,73.0,Detroit Tigers
1971,73.0,Cincinnati Reds
1971,73.1,Boston Red Sox
1971,73.1,Minnesota Twins
1971,73.1,Washington Senators
1971,73.2,Philadelphia Phillies
1971,73.3,San Francisco Giants
1971,73.6,Houston Astros
1970,72.0,Baltimore Orioles
1970,72.2,Pittsburgh Pirates
1970,72.3,Montreal Expos
1970,72.4,Oakland Athletics
1970,72.4,Milwaukee Brewers
1970,72.7,St. Louis Cardinals
1970,72.7,San Francisco Giants
1970,72.7,Kansas City Royals
1970,72.7,Los Angeles Dodgers
1970,72.8,New York Mets
1970,72.8,California Angels
1970,72.8,Chicago White Sox
1970,72.9,Detroit Tigers
1970,72.9,Philadelphia Phillies
1970,73.0,Cleveland Indians
1970,73.0,Cincinnati Reds
1970,73.1,New York Yankees
1970,73.1,Atlanta Braves
1970,73.1,Chicago Cubs
1970,73.2,Boston Red Sox
1970,73.2,San Diego Padres
1970,73.4,Washington Senators
1970,73.4,Houston Astros
1970,73.5,Minnesota Twins
1969,72.0,Baltimore Orioles
1969,72.4,Montreal Expos
1969,72.4,Pittsburgh Pirates
1969,72.5,Kansas City Royals
1969,72.5,Chicago White Sox
1969,72.6,California Angels
1969,72.6,Cincinnati Reds
1969,72.6,Seattle Pilots
1969,72.6,St. Louis Cardinals
1969,72.7,Los Angeles Dodgers
1969,72.7,Oakland Athletics
1969,72.8,New York Mets
1969,72.8,New York Yankees
1969,72.9,Cleveland Indians
1969,72.9,San Diego Padres
1969,72.9,San Francisco Giants
1969,72.9,Detroit Tigers
1969,73.1,Atlanta Braves
1969,73.1,Chicago Cubs
1969,73.1,Houston Astros
1969,73.3,Washington Senators
1969,73.4,Minnesota Twins
1969,73.4,Philadelphia Phillies
1969,73.6,Boston Red Sox
1968,72.2,Chicago White Sox
1968,72.4,Detroit Tigers
1968,72.4,New York Yankees
1968,72.4,New York Mets
1968,72.4,Baltimore Orioles
1968,72.4,Pittsburgh Pirates
1968,72.5,Atlanta Braves
1968,72.7,Cleveland Indians
1968,72.7,California Angels
1968,72.8,Oakland Athletics
1968,72.9,Cincinnati Reds
1968,73.0,San Francisco Giants
1968,73.0,Philadelphia Phillies
1968,73.0,Houston Astros
1968,73.1,Los Angeles Dodgers
1968,73.1,Minnesota Twins
1968,73.1,St. Louis Cardinals
1968,73.2,Boston Red Sox
1968,73.2,Chicago Cubs
1968,73.6,Washington Senators
1967,72.3,Chicago White Sox
1967,72.3,Houston Astros
1967,72.3,Pittsburgh Pirates
1967,72.4,Baltimore Orioles
1967,72.5,Kansas City Athletics
1967,72.5,New York Yankees
1967,72.6,Detroit Tigers
1967,72.8,New York Mets
1967,72.8,St. Louis Cardinals
1967,72.9,Cincinnati Reds
1967,72.9,San Francisco Giants
1967,72.9,Philadelphia Phillies
1967,73.0,California Angels
1967,73.0,Chicago Cubs
1967,73.1,Los Angeles Dodgers
1967,73.1,Atlanta Braves
1967,73.2,Washington Senators
1967,73.2,Cleveland Indians
1967,73.3,Minnesota Twins
1967,73.5,Boston Red Sox
1966,72.2,New York Yankees
1966,72.2,Chicago White Sox
1966,72.4,Los Angeles Dodgers
1966,72.5,Houston Astros
1966,72.6,New York Mets
1966,72.7,Philadelphia Phillies
1966,72.7,Baltimore Orioles
1966,72.8,Kansas City Athletics
1966,72.8,St. Louis Cardinals
1966,72.9,Pittsburgh Pirates
1966,72.9,Cincinnati Reds
1966,73.0,California Angels
1966,73.0,Detroit Tigers
1966,73.0,Cleveland Indians
1966,73.1,Chicago Cubs
1966,73.1,Washington Senators
1966,73.2,Minnesota Twins
1966,73.3,San Francisco Giants
1966,73.3,Boston Red Sox
1966,73.3,Atlanta Braves
1965,72.1,Chicago White Sox
1965,72.4,New York Mets
1965,72.4,Los Angeles Dodgers
1965,72.7,St. Louis Cardinals
1965,72.8,Detroit Tigers
1965,72.8,Cincinnati Reds
1965,72.8,Cleveland Indians
1965,72.8,Pittsburgh Pirates
1965,72.8,Milwaukee Braves
